name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Maruti Alto LXi,2009,50000,0,0,0,2,11000
Maruti Wagon R LXI Minor,2008,30000,0,0,0,1,30000
Honda City V MT,2012,10000,0,0,0,1,70000
Tata Indica Vista Aura 1.3 Quadrajet,2009,90000,1,0,0,4,13500
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,110000,1,0,0,1,50000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,120000,1,0,0,2,55000
Toyota Innova 2.5 Z 1 7 Seater BS IV,2014,90000,1,0,0,3,105000
Honda City i VTEC V,2016,20000,0,0,0,1,50000
Maruti Ritz VDi,2011,90000,1,0,0,2,18000
Hyundai Santro Xing GLS,2010,50000,0,0,0,2,17000
Honda Brio 1.2 S Option MT,2019,9000,0,0,0,1,48499
Maruti A-Star Vxi,2011,70000,0,0,0,2,15000
Maruti Alto K10 VXI Airbag,2018,25000,0,0,0,1,38000
Hyundai Santro Sportz BSIV,2019,10000,0,0,0,1,48000
Tata Indica Vista Aura 1.3 Quadrajet,2009,90000,1,0,0,4,13500
Volkswagen Polo 1 Highline 1.2L,2011,60000,1,0,0,2,29000
Fiat Linea Dynamic,2013,70000,0,0,0,1,35000
Maruti Alto 800 LXI,2014,25000,0,0,0,1,11000
Hyundai Santro LE zipPlus,2003,80000,0,0,0,3,7000
Volkswagen Vento 0 Highline AT,2011,70000,0,0,1,3,30000
Maruti Alto 800 LX,2017,60000,0,0,0,1,18000
Renault KWID RXL,2020,20000,0,0,0,1,30000
Maruti Baleno Delta 1.2,2017,60000,0,0,0,1,50900
Maruti SX4 S Cross DDiS 320 Zeta,2016,80000,1,0,0,1,65000
Maruti Swift VDI BSIV,2015,70000,1,0,0,3,45000
Mahindra Jeep Classic,1999,2020,1,0,0,2,17000
Mahindra Scorpio 2.6 Turbo 7 Str,2007,100000,1,0,0,2,21000
Hyundai i20 Asta 1.4 CRDi,2013,80000,1,0,0,2,36000
Toyota Innova 2.5 GX (1) 7 Seater BS IV,2011,120000,1,0,0,2,49500
Maruti Alto LX,2006,100000,0,0,0,3,10500
Hyundai i20 Magna,2010,60000,0,0,0,3,27000
Ford Figo 0 LXI,2010,110000,0,0,0,1,13000
Honda City i DTEC S,2014,90000,1,0,0,2,70000
Chevrolet Cruze LTZ,2012,40000,1,0,0,1,40000
Maruti Swift ZXI ABS,2009,60000,0,0,0,2,25000
Honda Amaze VX i-DTEC,2013,94000,1,0,0,2,32500
Maruti Alto LXi,2008,100000,0,0,0,1,6900
Mahindra Scorpio S11 BSIV,2018,25000,1,0,0,1,138000
Maruti Zen Estilo VXI BSIII,2007,90000,0,0,0,1,9000
Mahindra XUV500 W6 1.99 mHawk,2016,40000,1,0,0,1,100000
Hyundai Accent GLE 2,2010,90000,2,0,0,2,14500
Maruti Alto K10 LX,2020,1100,0,0,0,4,25000
Maruti Swift VDI,2011,70000,1,0,0,3,25600
Tata Indica DLS,2005,120000,1,0,0,1,7000
Maruti Wagon R VX,2000,88500,0,0,0,4,5000
Renault KWID RXT,2016,70000,0,0,0,2,24000
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,128000,0,0,0,1,9700
Tata Indigo CR4,2012,120000,1,0,0,1,13000
Maruti Swift 1.3 VXi,2009,52536,0,0,0,1,19900
Honda Civic 1.8 S AT,2006,70000,0,0,1,1,12500
Hyundai Xcent 1.1 CRDi Base,2015,60000,1,0,0,1,42000
Mahindra NuvoSport N8,2016,110000,1,0,0,1,52500
Hyundai Santro Xing GLS,2008,85000,0,0,0,1,12500
Hyundai Verna Transform CRDi VGT SX ABS,2010,135000,1,0,0,1,32500
Volkswagen Vento New 1 Highline,2012,86000,1,0,0,4,33000
Maruti Wagon R LXI BS IV,2010,50000,0,0,0,1,11000
Maruti S-Presso VXI Plus,2019,1950,0,0,0,1,45000
Maruti Swift 1.3 VXi,2005,118400,0,0,0,1,8500
Honda Civic 1.8 S MT,2007,70000,0,0,0,2,22999
Hyundai i10 Magna,2012,60000,0,0,0,2,25000
Ford Ecosport 1.5 DV5 MT Titanium,2015,68000,1,0,0,1,65000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Toyota Etios Liva 1.2 VX,2017,6480,0,2,0,1,65000
Maruti Vitara Brezza VDi,2017,32077,1,2,0,1,75000
Toyota Yaris G,2018,19107,0,2,0,1,85000
Hyundai EON Era Plus Option,2017,18469,0,2,0,1,31500
Maruti Swift LXI Option,2015,28217,0,2,0,1,41500
Maruti Ciaz ZDi Plus,2016,72787,1,2,0,1,64000
Maruti Ciaz 1.4 Alpha,2017,31063,0,2,0,1,78000
Toyota Fortuner 4x2 AT,2017,79641,1,2,1,1,259500
Hyundai Creta 1.6 CRDi SX,2015,58692,1,2,0,1,85000
Hyundai Creta 1.6 CRDi SX,2015,54784,1,2,0,1,90000
Toyota Corolla Altis GL MT,2016,64156,0,2,0,1,115000
Maruti Esteem Lxi - BSIII,2007,54000,0,0,0,1,7500
Volkswagen Vento 1 Comfortline,2012,97000,1,0,0,1,21500
Maruti SX4 ZXI AT,2009,120000,0,0,1,2,13000
Hyundai Santro Magna AMT BSIV,2019,16000,0,0,1,1,40000
Maruti Swift Dzire AMT ZXI,2019,60000,0,0,1,1,55000
Chevrolet Beat LT,2016,52000,0,1,0,1,24500
Maruti Swift VDI BSIV,2010,110000,1,0,0,4,32000
Mahindra TUV 300 T8 AMT,2016,60000,1,0,1,2,73000
Ford Fusion 1.6 Duratec 0,2005,100000,0,0,0,3,12000
Honda City i-VTEC VX,2017,35000,0,0,0,1,95000
Maruti Wagon R VXI BS IV,2017,48000,0,0,0,3,35000
Maruti Esteem Vxi,2005,20000,0,0,0,2,10000
Maruti Wagon R VXI BS IV,2017,30000,0,0,0,1,35000
Maruti Wagon R VXI BSIII,2005,40000,0,0,0,2,8000
Hyundai Verna 1.6 VTVT,2013,60000,0,0,0,1,37000
Hyundai EON D Lite Plus,2012,70000,0,0,0,2,16000
Tata Sumo Victa EX 7/9 Str BSII,2009,120000,1,0,0,1,13000
Chevrolet Sail Hatchback 1.2 LS,2016,30000,0,0,0,1,25000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,80000,1,0,0,2,27000
BMW X1 sDrive 20d xLine,2019,9500,1,0,1,1,260000
Hyundai EON Era Plus,2013,80000,0,0,0,1,16000
Hyundai EON Magna Plus,2016,80000,0,0,0,1,22999
Mahindra Bolero Power Plus ZLX,2017,29000,1,0,0,1,75000
Chevrolet Optra Magnum 2.0 LS,2011,120000,1,0,0,1,19500
Toyota Etios Cross 1.2L G,2015,60000,0,0,0,1,32000
Mahindra Scorpio S7 140 BSIV,2018,20000,1,0,0,1,110000
Datsun RediGO S,2016,22000,0,0,0,1,27000
Skoda Fabia 1.2 MPI Ambition Plus,2012,50000,0,0,0,1,30000
Chevrolet Beat 1 LT,2012,50000,1,0,0,1,20000
Maruti Zen Estilo 1.1 LXI BSIII,2007,81366,0,0,0,1,12000
Maruti Esteem Vxi - BSIII,2006,110000,0,0,0,1,9500
Volkswagen Polo 0 Comfortline 1.2L,2013,100000,0,0,0,1,40000
Toyota Innova 2.5 G (1) 8 Seater BS IV,2006,300000,1,0,0,1,22999
Mahindra KUV 100 mFALCON D75 K6,2016,20000,1,0,0,1,43000
Renault Fluence 1.5,2012,90000,1,0,0,1,30000
Fiat Linea Dynamic,2013,70000,0,0,0,1,35000
Renault Duster 110PS 1 RxZ,2013,120000,1,0,0,1,45000
Renault KWID RXT,2016,53000,0,0,0,2,20000
Maruti Alto 800 LXI,2017,30000,0,0,0,1,25000
Maruti Swift Dzire 1.2 Vxi BSIV,2012,90000,0,0,0,2,36800
Maruti Swift Dzire 1.2 Vxi BSIV,2012,90000,0,0,0,2,36800
Toyota Innova 2.5 GX (1) 7 Seater,2014,244000,1,0,0,1,65000
Mahindra Jeep CL 500 MDI,1997,120000,1,0,0,3,15000
Maruti Wagon R LXI DUO BS IV,2012,60000,3,0,0,1,18000
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,15000,0,0,0,1,52500
Ford Endeavour 4x4 XLT,2005,150000,1,0,0,2,35000
Mahindra TUV 300 Plus P4,2018,30000,1,0,0,2,85000
Volkswagen Jetta 2.0 TDI Comfortline,2011,312000,1,0,0,3,35000
Maruti Esteem Lxi - BSIII,2007,54000,0,0,0,1,7500
Maruti Swift 1.3 VXi,2005,67000,0,0,0,1,16000
Maruti Swift LDI Optional,2017,40000,1,0,0,1,50000
Hyundai Santro Xing GLS,2008,100000,0,0,0,1,13000
Tata Zest Quadrajet 1.3 75PS XE,2015,100000,1,0,0,2,35000
Maruti Wagon R LXI,2005,80000,0,0,0,1,7000
Toyota Innova 2.5 G (1) 7 Seater,2014,145000,1,0,0,2,75000
Honda Amaze VX i-DTEC,2013,53000,1,0,0,1,45000
Maruti Swift Dzire LDI,2015,73000,1,0,0,3,43000
Maruti SX4 VDI,2011,90000,1,0,0,3,26000
Maruti Swift VDI,2013,80000,1,0,0,3,37000
Chevrolet Aveo 1.4 2,2011,100000,2,0,0,1,22999
Ford Figo 1 EXI,2011,90000,1,0,0,3,14000
Toyota Innova 2.5 G (1) 7 Seater,2013,200000,1,0,0,1,70000
Hyundai Elite i20 Magna Plus BSIV,2020,7300,0,0,0,1,54500
Datsun RediGO T Option,2017,30000,0,0,0,1,20000
Tata Safari Storme VX,2015,120000,1,0,0,1,50000
Maruti Alto LXi,2008,90000,0,0,0,2,7000
Mahindra Thar 4X4,2013,25000,1,0,0,3,58000
Maruti Eeco 5 STR With AC Plus HTR 2,2012,70000,2,0,0,2,16000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,6000,0,0,0,1,45000
Maruti Alto LXi,2010,36000,0,0,0,1,16000
Maruti Ertiga SHVS ZDI Plus,2016,49000,1,0,0,1,76000
Hyundai EON Magna Optional,2015,22000,0,0,0,1,30000
Maruti Omni 5 Str STD 3,1998,35000,3,0,0,2,5000
Mahindra Bolero 2011-2019 SLX,2019,24000,1,0,0,1,80000
Maruti Swift Dzire VDI,2018,20000,1,0,0,1,68000
Maruti 800 DUO AC 3,2009,50000,3,0,0,2,8500
Toyota Innova Crysta 2.4 G MT BSIV,2016,70000,1,0,0,1,130000
Maruti Swift VXI BSIV,2016,60000,0,0,0,1,50000
Audi Q5 2.0 TDI,2015,35000,1,0,1,1,350000
Hyundai Accent GLX,2008,60000,0,0,0,1,14500
Mahindra Quanto C6,2013,60000,1,0,0,1,30000
Maruti Swift VDI Optional,2017,60000,1,0,0,2,60000
Maruti Swift Dzire VXI,2015,70000,0,0,0,2,40000
Hyundai Santro Xing XK eRLX EuroIII,2007,135000,0,0,0,2,13000
Maruti 800 AC BSII,2001,72539,0,0,0,2,4500
Maruti Baleno Zeta 1.2,2017,25000,0,0,0,1,64100
Maruti Swift Dzire VDI,2015,50000,1,0,0,1,65000
Ford Freestyle Titanium 1,2020,101,1,1,0,2,78400
Ford Figo Titanium,2020,101,0,1,0,2,63500
Ford Ecosport 1.5 1 Titanium,2020,101,1,1,0,2,100000
Ford Figo 1.5D Titanium Opt MT,2015,52328,1,1,0,1,49500
Hyundai Santro Xing GLS,2013,30000,0,0,0,1,32400
Ford Endeavour 3.2 Titanium AT 4X4,2016,91505,1,1,1,1,210000
Maruti Alto 800 LXI,2018,35000,0,0,0,1,20000
Maruti Swift Dzire VDI,2015,60000,1,0,0,1,32000
Hyundai EON Magna Optional,2015,20500,0,0,0,1,30000
Tata Indica Vista Quadrajet LX,2013,200000,1,0,0,1,18000
Toyota Innova 2.5 V 1 8-seater,2008,154000,1,0,0,3,50000
Toyota Etios VX,2011,120000,0,0,0,2,30500
Maruti 800 AC,2009,50000,0,0,0,4,12500
Maruti Swift Dzire ZDI,2015,135000,1,0,0,1,80000
Mahindra Scorpio SLE BSIV,2009,100000,1,0,0,1,42000
Maruti Vitara Brezza ZDi Plus,2017,40000,1,0,0,1,87500
Maruti Swift Dzire ZDI,2014,70000,1,0,0,1,58000
Maruti Swift Ldi BSIV,2011,133000,1,0,0,2,35000
Hyundai Accent GLS,2004,110000,0,0,0,2,12000
Tata Indica Vista TDI LS,2013,180000,1,0,0,3,15000
Renault Duster 110PS 1 RxZ,2013,120000,1,0,0,1,65000
Maruti Alto K10 2010-2014 VXI,2010,80000,0,0,0,2,22500
Honda Amaze S AT i-Vtech,2014,15000,0,0,1,1,40000
Hyundai Getz GLS,2005,70000,0,0,0,1,25000
Hyundai Santro Xing GL Plus,2008,41723,0,0,0,2,12000
Maruti SX4 Vxi BSIV,2010,70000,0,0,0,1,25000
Maruti Alto K10 LXI,2012,20000,0,0,0,2,17500
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Maruti Ignis 1.3 Delta,2018,26350,1,1,0,1,59000
Tata Indigo CS LX (TDI) BS-III,2015,68745,1,1,0,1,22500
Mahindra XUV500 W6 2WD,2016,47000,1,0,0,1,90000
Maruti Alto K10 VXI AGS,2017,27289,0,1,1,1,37500
Hyundai EON Era Plus,2016,24662,0,1,0,1,32000
Maruti Swift Dzire VDI,2013,37000,1,1,0,1,52500
Nissan Evalia XV,2014,28245,1,1,0,1,65000
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,27005,1,1,0,1,57500
Hyundai i10 Magna,2014,39227,0,1,0,1,35500
Mahindra KUV 100 D75 K4 Plus 5Str,2016,31367,1,1,0,1,47000
Maruti Wagon R LXI,2008,35008,0,1,0,1,22100
Hyundai Santro Xing GLS,2009,27005,0,1,0,1,19500
Hyundai Santro Xing XG,2004,100005,0,1,0,2,9000
Hyundai Verna SX 1,2013,45264,1,1,0,1,58000
Maruti Eeco 7 Seater Standard BSIV,2014,39093,0,1,0,1,32500
Honda City Corporate Edition,2013,45241,0,1,0,1,49500
Hyundai EON Era,2014,12000,0,1,0,1,29000
Datsun RediGO 1.0 T Option,2018,2769,0,1,0,1,37500
Tata Indica Vista TDI LS,2011,43128,1,1,0,1,21100
Hyundai i20 Asta,2010,110000,0,0,0,2,27000
Maruti Alto LXI,2004,50000,0,0,0,2,7000
Hyundai i10 Magna 1.2,2010,60000,0,0,0,2,22500
Mahindra Scorpio LX,2014,70000,1,0,0,3,42000
Chevrolet Sail Hatchback 1.2 LS,2015,22255,0,0,0,1,28000
Hyundai i20 Sportz 1.2,2013,59213,0,0,0,1,40000
Mahindra XUV500 W6 2WD,2015,55000,1,0,0,1,85000
Ford Fiesta Titanium 1.5 TDCi,2011,80000,1,0,0,1,55000
Ford Fiesta Titanium 1.5 TDCi,2011,80000,1,0,0,1,55000
Renault Captur 1.5 1 RXT Mono,2018,40000,1,0,0,1,100000
Mahindra Xylo D2 Maxx,2014,170000,1,0,0,1,35000
Tata New Safari DICOR 2.2 EX 4x2,2011,170000,1,0,0,2,35000
Honda Civic 1.8 S MT,2007,70000,0,0,0,3,17000
Ford Aspire Titanium BSIV,2020,1010,0,1,0,2,82899
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1010,0,1,0,2,111900
Ford Figo Titanium,2020,1111,0,1,0,2,74600
Ford Ecosport 1.5 0 Trend,2020,1010,0,1,0,2,103000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1010,1,1,0,2,133400
Ford Freestyle Titanium,2020,1010,0,1,0,2,81199
Ford Ecosport Thunder Edition 1,2020,1010,1,1,0,2,133100
Ford Freestyle Titanium Plus,2020,1010,0,1,0,2,85200
Tata Indica DLE,2006,120000,1,0,0,2,4500
Renault Duster 85PS 1 RxL Optional,2013,70000,1,0,0,3,43000
Tata Indigo LX,2011,60000,1,0,0,2,14000
Mahindra Scorpio S2 9 Seater,2015,70000,1,0,0,1,83000
Mahindra Scorpio VLS 2.2 mHawk,2009,110000,1,0,0,2,40999
Maruti Swift VDI,2012,80000,1,0,0,3,19000
Honda Accord VTi-L (MT),2007,80000,0,0,0,2,20000
Hyundai Accent GLX,2006,110000,0,0,0,2,12000
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,50000,1,0,0,1,85000
Tata Indigo CS LE (TDI) BS-III,2011,115000,1,0,0,4,9500
Maruti Wagon R LXI BS IV,2013,80000,0,0,0,1,21300
Volkswagen Ameo 1.5 TDI Highline Plus 16,2018,25000,1,0,0,1,66000
Nissan Micra XL,2017,48965,0,1,0,1,41500
Ford Ecosport 1.5 0 Titanium Plus,2019,5166,0,1,0,2,110000
Mahindra XUV500 W8 4WD,2012,76290,1,1,0,1,65000
Mahindra XUV500 AT W10 AWD,2016,70000,1,0,1,2,96999
Mahindra XUV500 W10 2WD,2016,35000,1,0,0,1,125000
Maruti Swift Dzire AMT VDI,2017,25000,1,0,1,1,71500
Maruti Swift Dzire AMT VDI,2017,25000,1,0,1,1,71500
Maruti Swift VDI,2016,47000,1,1,0,1,56500
Mahindra Thar 4X4,2013,45766,1,0,0,2,61500
Tata New Safari 4X4,2007,78771,1,1,0,2,19900
Maruti Swift Vdi BSIII,2010,79357,1,1,0,1,32500
Ford Figo 1 EXI,2012,28000,1,0,0,1,40999
Hyundai Verna SX CRDi AT,2012,72000,1,1,1,2,50000
Ford Figo 1 LXI,2011,76736,1,1,0,2,22500
Maruti Alto LX BSIII,2007,70000,0,0,0,2,13500
Renault Koleos 2.0 1,2012,80000,1,0,1,2,75000
Maruti Wagon R LXI DUO BSIII,2009,60000,3,0,0,2,15500
Volkswagen Polo 1 Highline 1.2L,2012,77000,1,1,0,3,33500
Ford Ikon 1.8 D,2005,92645,1,1,0,4,11499
Mercedes-Benz New C-Class 200 CDI Classic,2007,101849,1,1,0,2,69900
Mahindra Bolero DI,2004,120000,1,0,0,4,11000
Hyundai i20 Asta 1.2,2012,80000,0,0,0,1,30000
Mahindra Scorpio S4 4WD,2014,70000,1,0,0,2,70000
Maruti Ertiga SHVS LDI Option,2017,120000,1,0,0,1,70000
Maruti Alto 800 LXI,2013,42000,0,0,0,3,21000
Maruti Ertiga VDI,2012,120000,1,0,0,3,60000
Tata Manza Aura (ABS) Quadrajet BS IV,2012,155836,1,0,0,2,18000
Maruti Wagon R VXi BSII,2011,59000,0,0,0,2,22000
Chevrolet Spark 1.0 LT,2009,60000,0,0,0,1,7000
Hyundai Creta 1.4 CRDi Base,2018,70000,1,0,0,2,95000
Ford Fiesta 1.5 TDCi Ambiente,2014,20000,1,0,0,1,80000
Mahindra XUV500 W8 4WD,2012,120000,1,0,0,3,70000
Renault KWID 1.0,2016,40000,0,0,0,1,26500
Volkswagen Polo 1 Trendline 1.2L,2011,90000,1,0,0,3,17500
Mahindra Quanto C6,2012,89000,1,0,0,2,26000
Toyota Innova 2.5 VX (1) 7 Seater,2013,80000,1,0,0,3,95000
Maruti Swift Vdi BSIII,2009,200000,1,0,0,4,25000
Mahindra Scorpio S10 7 Seater,2015,50000,1,0,0,1,63000
Tata Nano LX SE,2012,35000,0,0,0,3,3500
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,1,1,1,1,380000
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
BMW X5 xDrive 30d xLine,2019,30000,1,1,1,1,495000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,0,1,1,1,55000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti Ertiga VXI,2015,11918,0,2,0,1,62500
Hyundai Grand i10 Magna AT,2017,10510,0,1,1,1,52000
Chevrolet Beat LT Option,2016,41000,0,1,0,1,23900
Toyota Fortuner 4x2 AT,2017,47162,1,2,1,1,260000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai i10 Magna,2012,49824,0,1,0,1,22999
Audi A6 2.0 TDI Premium Plus,2013,58500,1,1,1,1,130000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,1,1,0,1,38500
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Chevrolet Enjoy TCDi LS 8 Seater,2014,200000,1,0,0,3,33000
Maruti Alto LXi,2009,120000,0,0,0,1,15000
Tata Indigo LS,2008,90000,1,0,0,1,10500
Tata Indica Vista TDI LX,2013,65000,1,0,0,1,18500
Fiat Grande Punto EVO 1.3 Active,2014,50000,1,0,0,1,26000
Maruti Swift Dzire VDi,2012,33000,1,0,0,1,45000
Maruti Swift VXI Deca,2016,38000,0,0,0,1,50000
Maruti Alto K10 2010-2014 VXI,2012,40000,0,0,0,1,26000
Volkswagen Polo 1 Trendline 1.2L,2012,55000,1,0,0,2,26500
Mahindra Thar CRDe,2017,26000,1,0,0,2,80000
Tata Safari Storme VX Varicor 400,2016,80000,1,0,0,1,86999
Maruti Baleno Alpha 1.2,2018,40000,0,0,0,1,69000
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,120000,1,0,0,1,82500
Maruti Alto LX BSIII,2006,63230,0,0,0,2,16000
Mahindra Scorpio 2.6 SLX CRDe,2006,120000,1,0,0,2,30000
Maruti Wagon R VXI,2005,100000,0,0,0,3,10000
Hyundai i20 Asta 1.4 CRDi,2015,77000,1,0,0,2,53000
Maruti Swift VXI Optional,2016,30000,0,0,0,1,36000
Maruti Swift 1.2 DLX,2015,40000,0,0,0,1,22000
Maruti Alto 800 LXI,2017,35000,0,0,0,1,17800
Mahindra Thar DI 4X2,2018,5000,1,0,0,1,51500
Maruti Ritz VXi,2014,35000,0,0,0,1,30000
Tata Indigo LS,2008,90000,1,0,0,1,10500
Tata Indica Vista TDI LX,2013,65000,1,0,0,1,18500
Tata Indica Vista Quadrajet LS,2012,80000,1,0,0,2,15000
Fiat Grande Punto EVO 1.3 Active,2014,50000,1,0,0,1,26000
Maruti Swift Dzire VDi,2012,33000,1,0,0,1,45000
Maruti Swift VXI Deca,2016,38000,0,0,0,1,50000
Maruti Alto K10 2010-2014 VXI,2012,40000,0,0,0,1,26000
Volkswagen Polo 1 Trendline 1.2L,2012,55000,1,0,0,2,26500
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,15000,0,0,0,1,75000
Mahindra Thar CRDe,2017,26000,1,0,0,2,80000
Tata Safari Storme VX Varicor 400,2016,80000,1,0,0,1,86999
Toyota Innova 2.5 G1 BSIV,2012,80000,1,0,0,1,95000
Maruti Baleno Alpha 1.2,2018,40000,0,0,0,1,69000
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,120000,1,0,0,1,82500
Maruti 800 Std,2013,70000,0,0,0,1,17000
Maruti Alto LX BSIII,2006,63230,0,0,0,2,16000
Mahindra Scorpio 2.6 SLX CRDe,2006,120000,1,0,0,2,30000
Datsun GO Plus A,2015,45000,0,0,0,2,31500
Maruti 800 Std BSII,2006,40000,0,0,0,2,9000
Maruti Wagon R VXI,2005,100000,0,0,0,3,10000
Tata Indica GLS BS IV,2008,110000,0,0,0,3,6500
Hyundai Verna 1.6 CRDI,2012,90000,1,0,0,2,31200
Maruti Vitara Brezza LDi,2018,25000,1,0,0,1,70000
Hyundai Santro Xing XL eRLX Euro III,2005,47000,0,0,0,1,15000
Renault Fluence 1.5,2013,60000,1,0,0,1,45000
Hyundai Verna Transform CRDi VGT ABS,2010,120000,1,0,0,2,22999
Maruti Swift Ldi BSIII,2008,120000,1,0,0,1,11100
Maruti Swift Dzire VDi,2012,140000,1,0,0,2,25000
Ford Freestyle Titanium Plus 1,2019,1001,1,1,0,1,75000
Ford Figo 1.5P Titanium AT,2017,1758,0,1,1,1,77400
Ford Figo 1.5P Titanium AT,2018,1452,0,1,1,1,71100
Ford Figo 1.5D Titanium MT,2017,35122,1,1,0,1,60000
Maruti Swift Dzire VDI,2015,92621,1,1,0,1,45500
Datsun GO T 0,2015,92198,0,1,0,2,22500
Maruti Swift Dzire VDI,2019,5000,1,0,0,1,65000
Chevrolet Beat LT,2013,50000,0,0,0,1,20000
Hyundai Creta 1.6 CRDi AT SX Plus,2016,74000,1,0,1,1,87500
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,40000,1,0,1,1,75000
Maruti Swift Dzire AMT VDI,2019,22000,1,0,1,1,72500
Maruti Alto LXi,2007,100000,0,0,0,2,10000
Tata Hexa XT,2019,40000,1,0,0,1,110000
Ford Endeavour 3.2 Titanium AT 4X4,2017,30000,1,0,1,1,270000
Renault KWID RXT Optional,2016,23000,0,0,0,1,28000
Tata Indica Vista Aqua TDI BSIII,2009,30000,1,0,0,1,15000
Tata Manza Aura Safire,2010,50000,0,0,0,1,20000
Maruti Ritz VDi,2010,100000,1,0,0,2,14800
Maruti Swift Dzire VXi,2011,70000,0,0,0,2,25499
Maruti Swift Dzire ZXI,2013,60000,0,0,0,2,36000
Maruti Alto LX,2006,90000,0,0,0,2,9500
Mahindra Bolero SLE BSIII,2007,230000,1,0,0,2,18500
Tata Indica Vista Quadrajet VX,2012,40000,1,0,0,1,18500
Renault KWID RXL,2019,15000,0,0,0,1,30000
Hyundai Verna VTVT 1.6 SX,2018,40000,0,0,0,1,80000
Maruti Zen LX,2000,50000,0,0,0,1,6000
Fiat Punto 1.2 Active,2010,50000,0,0,0,2,8000
Hyundai Xcent 1.2 VTVT S,2018,8000,0,0,0,1,50000
Hyundai EON Era Plus,2013,35000,0,0,0,1,25000
Tata New Safari DICOR 2.2 EX 4x2,2010,80000,1,0,0,1,25000
Maruti Wagon R LXI BSIII,2005,50000,0,0,0,2,12500
Maruti Alto LXi BSII,2002,80000,0,0,0,4,10000
Mahindra Scorpio M2DI,2010,90000,1,0,0,1,48000
Mahindra KUV 100 G80 K2,2018,30000,0,0,0,2,32000
Maruti A-Star Vxi,2010,70000,0,0,0,2,13000
Tata Indica DLS,2006,80000,1,0,0,2,5700
Hyundai Santro GLS I - Euro I,2005,60000,0,0,0,1,7500
Maruti 800 DX,2003,35000,0,0,0,1,6000
Maruti Alto LXi BSIII,2008,70000,0,0,0,1,12500
Honda City 1.5 EXI S,2004,100000,0,0,0,3,10500
Maruti Wagon R LXI DUO BSIII,2008,152000,3,0,0,2,12500
Maruti Zen LXI,1998,70000,0,0,0,2,6900
Tata Indigo LX,2012,90000,1,0,0,2,13000
Maruti Baleno Zeta 1.2,2019,40000,0,0,0,1,63000
Honda Amaze E i-VTEC,2016,50000,0,0,0,2,33000
Maruti Wagon R VXI BS IV,2014,15000,0,0,0,2,34000
Hyundai Santro Xing XG eRLX Euro III,2006,120000,0,0,0,3,6000
Tata Safari Storme EX,2014,78322,1,0,0,1,55000
Maruti Ertiga VDI,2014,110000,1,0,0,2,48000
Hyundai Verna 1.6 SX CRDi (O),2013,80000,1,0,0,2,31500
Ford Fiesta Titanium 1.5 TDCi,2012,120000,1,0,0,1,16500
Chevrolet Beat LS,2016,125000,0,0,0,1,17000
Maruti Baleno Delta 1.2,2018,8000,0,0,0,1,55000
Volkswagen Ameo 1.2 MPI Trendline,2018,13000,0,0,0,1,46500
Tata Indica Vista Quadrajet LX,2012,80000,1,0,0,3,12000
Hyundai Verna 1.6 Xi ABS,2008,54309,0,0,0,1,22000
Ford Figo 1 LXI,2011,70000,1,0,0,2,18000
Chevrolet Aveo 1.6 LT,2006,34600,0,0,0,3,15000
Tata Zest Revotron 1.2T XMS,2016,25000,0,0,0,1,52000
Tata Safari Storme EX,2013,80000,1,0,0,3,43000
Mahindra Bolero DI DX 8 Seater,2009,55000,1,0,0,2,30000
Hyundai Venue SX Opt 1,2020,5000,1,0,0,1,100000
Honda WR-V i-DTEC VX,2017,30000,1,0,0,1,72500
Hyundai Verna 1.4 EX,2011,31000,1,0,0,1,50000
